name,type,period,lat,lon,source,osm_id,accuracy_level,discovery_year,notes,wikipedia,wikidata
Candi Dwarawati,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bogang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pringapus,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gondosuli,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Liyangan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bulus,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kesuben,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sari Cepogo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Lawang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Sumur Pitu,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Sumur Songo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Watugenuk,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Miyono,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sentono,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bubrah (Jepara),unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Prambanan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Arca Gupolo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Goa Sentono,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kalasan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Banyunibo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ratu Boko,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sambi Sari,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sari,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ijo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Barong,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kedulan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gebang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Morangan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Keblak,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Abang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Miri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Dawangsari,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kimpulan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Klodangan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Palgading,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Bugisan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Watu Gudhig,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Mantup,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gampingan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Payak Bantul,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Mangir,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Pringtali,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Risan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Gembirowati,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Waturejo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Jago,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kidal,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Ngawonggo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Singosari,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Selakelir,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Percandian Gunung Arjuna,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Jawar Ombo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bocok,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ngabab,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gunung Telih,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Badut,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Karang Besuki,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Watugong,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Sumur Windu,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Sanggariti,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Surawana,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tegowangi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Totok Kerot,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Tunglur,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Panji Gambyok,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Bandara Kediri,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Calon Arang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Tondowongso,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Adan-Adan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Dorok,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kepung Petirtaan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Arca Ringin Budha,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Nambaan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Candi Semen,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Babadan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gunung Klotok,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Lor,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Ngetos,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Situs Pace Kulon,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Rimbi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Jawi,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kebo Ireng,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gunung Gangsir,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Percandian Gunung Welirang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Percandian Gunung Ringgit,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Lulumbang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Bangkal,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Situs Trowulan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Tikus,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Klinterejo,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Menak Jingga,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Brahu,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Gentong,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Gapura Wringin Lawang,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Gapura Bajang Ratu,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kedaton,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Kompleks Percandian Gunung Penanggungan,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
Candi Kama I,unknown,unknown,,,Wikipedia (id): Daftar_candi_di_Indonesia,,no_coords,,List item from https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,https://id.wikipedia.org/wiki/Daftar_candi_di_Indonesia,
