filename,title,lang,date,word_count,has_translation,has_commentary,n_ritual_keywords,ritual_keywords
DHARMA_INS12Gilikan.xml,Gilikan (date lost),kaw-Latn,,1110,False,False,7,atīta|samudra|vāra|sapatha|samgat|sīma|hyaṁ
DHARMA_INSIDENK00007.xml,"Dharmasraya A (Padang Roco Amoghapāśa base), 1286 CE",omy-Latn,,128,True,True,6,wuku|nakṣatra|vāra|tithi|saka|śaka
DHARMA_INSIDENK00050.xml,"Pillar from Kota Kapur (N. 50), 608 Śaka",omy-Latn,,270,True,True,1,śaka
DHARMA_INSIDENK00059.xml,Gunung Tua Lokanātha Statue,omy-Latn,,42,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENK00066.xml,"Śrīkṣetra Dedication: Slab from Talang Tuwo (N. 66), 606 Śaka",omy-Latn,,241,True,True,3,nakṣatra|śaka|hyaṁ
DHARMA_INSIDENK00096.xml,"Stela from Bukit Gombak (N. 96), 1278 Śaka",omy-Latn,,236,True,True,2,saka|śaka
DHARMA_INSIDENK00138.xml,"Bronze base for a triad of statuettes (N. 138, ca. 10th c. CE)",omy-Latn,,15,True,True,0,
DHARMA_INSIDENK00186.xml,"Makara of Candi Kedaton (N. 186), 10/11th c. CE",kaw-Latn,,4,True,True,0,
DHARMA_INSIDENK00351.xml,"Foundation of Sarungga's Hermitage (N. 351), 823 Śaka",kaw-Latn,,18,True,False,2,tithi|śaka
DHARMA_INSIDENK00368.xml,Silver plate for the deity at Abhaya,kaw-Latn,,13,True,True,0,
DHARMA_INSIDENK00388.xml,"Silver vase of the deity at Dieng, early 10th c. CE",kaw-Latn,,14,True,True,0,
DHARMA_INSIDENK00396.xml,Silver plate for the deified ancestor at Abhayamukha,kaw-Latn,,11,True,True,0,
DHARMA_INSIDENK00526.xml,Kamalagyan charter (959 Śaka),kaw-Latn,,880,True,True,8,nakṣatra|vāra|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKAbhayananda.xml,Abhayananda (779 Śaka),kaw-Latn,,38,True,True,3,sīma|tithi|śaka
DHARMA_INSIDENKAdanAdan.xml,Adan-Adan (1223 Śaka),kaw-Latn,,1490,True,True,12,wuku|nakṣatra|samudra|sapatha|pūjā|sīma|tithi|saka|śaka|hyaṁ|piṇḍa|pitr
DHARMA_INSIDENKAdulengen.xml,Adulengen,kaw-Latn,,593,False,True,6,pūjā|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKAirAsih.xml,Air Asih (between 1177 and 1208 Śaka),kaw-Latn,,277,True,True,5,vāra|pūjā|sīma|hyaṁ|kalpa
DHARMA_INSIDENKAirKali.xml,Air Kali (849-850 Śaka),kaw-Latn,,347,False,False,3,sapatha|saka|hyaṁ
DHARMA_INSIDENKAlasantan.xml,Alasantan,kaw-Latn,,2189,True,True,13,maṅhuri|homa|nakṣatra|samudra|vāra|samgat|sīma|śapatha|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKAmoghapasaPlaqueTropenmuseum.xml,Singasari Amoghapāśa plaque Tropenmuseum,san-Latn,,39,True,True,2,saka|pitr
DHARMA_INSIDENKAnjatan.xml,Anjatan: Foundation Charter of the Amr̥tamaṅgala Monastery,kaw-Latn,,699,True,True,5,samgat|sīma|saka|śaka|hyaṁ
DHARMA_INSIDENKAyamTeas_I.xml,Ayam Teas I (822 Śaka),kaw-Latn,,252,False,True,4,vāra|samgat|tithi|śaka
DHARMA_INSIDENKAyamTeas_II.xml,Charter of Ayam Teas II,kaw-Latn,,188,False,True,6,vāra|samgat|sīma|tithi|saka|śaka
DHARMA_INSIDENKAyamTeas_III.xml,"Charter of Ayam Teas III (822 Śaka, 901-01-01)",kaw-Latn,,270,False,True,1,śaka
DHARMA_INSIDENKBalekambang.xml,Prayer for long life of Vijaya (7th c. CE),san-Latn,,22,True,True,1,hyaṁ
DHARMA_INSIDENKBarahasrama.xml,"Barahasrama (837 Śaka, 915-12-14)",kaw-Latn,,730,True,True,8,nakṣatra|vāra|samgat|sīma|tithi|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKBarsahan.xml,Barsahan charter (date lost),kaw-Latn,,500,False,True,2,samgat|sīma
DHARMA_INSIDENKBatur.xml,Batur,kaw-Latn,,348,True,True,2,hyaṁ|kabuyutan
DHARMA_INSIDENKBatutulis.xml,Batutulis,osn-Latn,,124,True,True,4,gunung|hyang|saka|śaka
DHARMA_INSIDENKBhatari.xml,"Bhatari (829 Śaka, 907-10-07)",unknown,,448,False,True,6,vāra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKBorobudurHB021.xml,"Relief label from Borobudur's hidden base, no. 21 (8th c. CE)",san-Latn,,6,True,True,0,
DHARMA_INSIDENKBorobudurHB024.xml,"Relief label from Borobudur's hidden base, no. 24",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB029.xml,"Relief label from Borobudur's hidden base, no. 29",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB043.xml,"Relief label from Borobudur's hidden base, no. 43 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB121A.xml,"Relief label from Borobudur's hidden base, no. 121A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB121B.xml,"Relief label from Borobudur's hidden base, no. 121B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB122.xml,"Relief label from Borobudur's hidden base, no. 122 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB123.xml,"Relief label from Borobudur's hidden base, no. 123 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB124A.xml,"Relief label from Borobudur's hidden base, no. 124A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB124B.xml,"Relief label from Borobudur's hidden base, no. 124B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB125A.xml,"Relief label from Borobudur's hidden base, no. 125A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB125B.xml,"Relief label from Borobudur's hidden base, no. 125B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB126A.xml,"Relief label from Borobudur's hidden base, no. 126A (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB126B.xml,"Relief label from Borobudur's hidden base, no. 126B (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB127A.xml,"Relief label from Borobudur's hidden base, no. 127A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB127B.xml,"Relief label from Borobudur's hidden base, no. 127B (8th c. CE)",san-Latn,,3,True,True,0,
DHARMA_INSIDENKBorobudurHB128.xml,"Relief label from Borobudur's hidden base, no. 128 (8th c. CE)",san-Latn,,3,True,True,0,
DHARMA_INSIDENKBorobudurHB129.xml,"Relief label from Borobudur's hidden base, no. 129 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB130.xml,"Relief label from Borobudur's hidden base, no. 130 (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB131A.xml,"Relief label from Borobudur's hidden base, no. 131A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB131B.xml,"Relief label from Borobudur's hidden base, no. 131B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB132.xml,"Relief label from Borobudur's hidden base, no. 132 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB133.xml,"Relief label from Borobudur's hidden base, no. 133 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB134A.xml,"Relief label from Borobudur's hidden base, no. 134A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB134B.xml,"Relief label from Borobudur's hidden base, no. 134B (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB135A.xml,"Relief label from Borobudur's hidden base, no. 135A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB135B.xml,"Relief label from Borobudur's hidden base, no. 135B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB137.xml,"Relief label from Borobudur's hidden base, no. 137 (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB138A.xml,"Relief label from Borobudur's hidden base, no. 138A (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB138B.xml,"Relief label from Borobudur's hidden base, no. 138B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB139.xml,"Relief label from Borobudur's hidden base, no. 139 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB140.xml,"Relief label from Borobudur's hidden base, no. 140 (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB141.xml,"Relief label from Borobudur's hidden base, no. 141 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB142.xml,"Relief label from Borobudur's hidden base, no. 142 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB144.xml,"Relief label from Borobudur's hidden base, no. 144 (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB147.xml,"Relief label from Borobudur's hidden base, no. 147 (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB148A.xml,"Relief label from Borobudur's hidden base, no. 148A (8th c. CE)",san-Latn,,2,True,True,0,
DHARMA_INSIDENKBorobudurHB148B.xml,"Relief label from Borobudur's hidden base, no. 148B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB149.xml,"Relief label from Borobudur's hidden base, no. 149 (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB150A.xml,"Relief label from Borobudur's hidden base, no. 150A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB150B.xml,"Relief label from Borobudur's hidden base, no. 150B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB151.xml,"Relief label from Borobudur's hidden base, no. 151 (8th c. CE)",san-Latn,,1,True,True,1,svarga
DHARMA_INSIDENKBorobudurHB152A.xml,"Relief label from Borobudur's hidden base, no. 152A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB152B.xml,"Relief label from Borobudur's hidden base, no. 152B (8th c. CE)",san-Latn,,1,True,True,1,svarga
DHARMA_INSIDENKBorobudurHB153A.xml,"Relief label from Borobudur's hidden base, no. 153A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB153B.xml,"Relief label from Borobudur's hidden base, no. 153B (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB154A.xml,"Relief label from Borobudur's hidden base, no. 154A (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB154B.xml,"Relief label from Borobudur's hidden base, no. 154B (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBorobudurHB154C.xml,"Relief label from Borobudur's hidden base, no. 154C (8th c. CE)",san-Latn,,1,True,True,1,svargga
DHARMA_INSIDENKBorobudurHB157.xml,"Relief label from Borobudur's hidden base, no. 157 (8th c. CE)",san-Latn,,1,True,True,0,
DHARMA_INSIDENKBromoSemeru2.xml,Bromo Semeru 2,kaw-Latn,,3,True,True,2,saka|śaka
DHARMA_INSIDENKBromoSemeru4.xml,Bromo Semeru 4,kaw-Latn,,3,True,True,2,saka|śaka
DHARMA_INSIDENKBromoSemeru6.xml,Bromo Semeru 6,kaw-Latn,,2,True,True,0,
DHARMA_INSIDENKBukateja.xml,Embossed Image of Śiva in Gold Leaf from Central Java (8th c. CE),omy-Latn,,6,True,True,0,
DHARMA_INSIDENKBulai.xml,Bulai,kaw-Latn,,120,True,True,1,śaka
DHARMA_INSIDENKBularut.xml,Bularut charter (964 Śaka),kaw-Latn,,1539,True,True,2,samgat|saka
DHARMA_INSIDENKCamundi.xml,Camundi,kaw-Latn,,71,True,True,4,nakṣatra|vāra|tithi|saka
DHARMA_INSIDENKCanggal.xml,The stela of Canggal or Gunung Wukir (654 Śaka),san-Latn,,266,True,True,4,atīta|śaka|danau|svargga
DHARMA_INSIDENKCanggu.xml,Canggu inscription,kaw-Latn,,1061,True,True,7,maṅhuri|nakṣatra|vāra|pūjā|tithi|śaka|hyaṁ
DHARMA_INSIDENKDalinan.xml,"Charter for the demarcation of Wukajana, Tumpak & Wuru Telu villages for the monastery at Dalinan (825 Śaka, 5 March 904)",kaw-Latn,,1896,True,True,9,maṅhuri|nakṣatra|vāra|samgat|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKDawangsari.xml,"A poem in honor of Gaṇeśa found at Dawangsari, 9th c. CE",kaw-Latn,,134,True,True,2,homa|mantra
DHARMA_INSIDENKdevadravya.xml,Inventory of a Śaiva temple at Dieng (9th c. CE),omy-Latn,,90,True,True,2,homa|hyaṁ
DHARMA_INSIDENKDinoyoIIa.xml,Two connected charters on a stone from Dinoyo (772 and 786 Śaka),kaw-Latn,,265,True,True,5,vāra|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKDisunuh.xml,Disunuh (709 Śaka),kaw-Latn,,76,True,True,4,vāra|sīma|tithi|śaka
DHARMA_INSIDENKE62.xml,E62,unknown,,59,False,True,2,sīma|śaka
DHARMA_INSIDENKGajahMada.xml,Gajah Mada's foundation of a caitya (1351-04-27),kaw-Latn,,129,True,True,3,nakṣatra|tithi|śaka
DHARMA_INSIDENKGandasuli.xml,Gandasuli (early 8th century CE),omy-Latn,,325,True,True,2,homa|hyaṁ
DHARMA_INSIDENKGandhakuti.xml,Gandhakuti,kaw-Latn,,815,False,True,7,homa|nakṣatra|vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKGaraman.xml,Garaman,kaw-Latn,,1031,True,True,8,nakṣatra|vāra|hyang|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKGarung.xml,Garung,kaw-Latn,,65,True,True,2,vāra|śaka
DHARMA_INSIDENKGenengII.xml,Geneng II,kaw-Latn,,528,True,True,7,maṅhuri|nakṣatra|vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKGondangLor.xml,Akṣobhya Statue from Gondang Lor (11th or 12th c. CE),san-Latn,,52,True,True,2,śaka|danu
DHARMA_INSIDENKGulungGulung.xml,Gulung-Gulung (851 Śaka),kaw-Latn,,1707,True,True,10,homa|nakṣatra|vāra|pūjā|samgat|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKGuntur.xml,Guntur,kaw-Latn,,208,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENKHampran.xml,Gift of Hampran village (674 Śaka),unknown,,56,True,True,1,śaka
DHARMA_INSIDENKHarinjing.xml,The Harinjing Charter,kaw-Latn,,826,True,True,6,nakṣatra|vāra|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKHering.xml,Charter of Hering (870 Śaka),san-Latn,,1456,True,True,8,maṅhuri|nakṣatra|vāra|samgat|panumbas|tithi|saka|piṇḍa
DHARMA_INSIDENKHimadvalandit.xml,Himad Walandit,kaw-Latn,,342,False,True,3,pūjā|hyaṁ|kabuyutan
DHARMA_INSIDENKHorren.xml,"Charter of Horren, ca. 975 Śaka",kaw-Latn,,180,True,True,2,sīma|hyaṁ
DHARMA_INSIDENKHujungGaluh-Sangsang.xml,Hujung Galuh / Sangsang (907-05-04),unknown,,695,False,False,7,nakṣatra|vāra|samgat|sīma|tithi|saka|śaka
DHARMA_INSIDENKHuludayeuh.xml,Huludayeuh,osn-Latn,,59,True,True,0,
DHARMA_INSIDENKHumanding.xml,The Polengan plates: Humanding charter (797 Śaka),kaw-Latn,,584,True,True,6,vāra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKHuwung.xml,Demarcation of Huwung (822/823 CE),kaw-Latn,,55,True,True,0,
DHARMA_INSIDENKJamwi.xml,Jamwi (Sinaguha),unknown,,193,False,False,2,samgat|hyaṁ
DHARMA_INSIDENKJeruJeru.xml,Jeru-Jeru (852 Śaka),kaw-Latn,,1441,True,True,10,homa|nakṣatra|vāra|samgat|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKJragung.xml,Jragung,san-Latn,,106,False,True,0,
DHARMA_INSIDENKJurungan.xml,The Polengan plates: Jurungan charter (798 Śaka),kaw-Latn,,1401,True,True,5,vāra|samgat|sīma|śaka|hyaṁ
DHARMA_INSIDENKKabhagavanan.xml,Kabhagavanan,kaw-Latn,,306,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENKKakalangan.xml,Kakalangan,kaw-Latn,,125,True,True,1,piṇḍa
DHARMA_INSIDENKKaladi.xml,Kaladi charter,kaw-Latn,,1638,False,True,5,nakṣatra|vāra|tithi|śaka|hyaṁ
DHARMA_INSIDENKKalasan.xml,Kalasan,san-Latn,,163,True,True,3,homa|pūjā|śaka
DHARMA_INSIDENKKandangan.xml,The Charter of Kandangan,kaw-Latn,,243,False,True,5,nakṣatra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKKanjuruhan.xml,The Kanjuruhan Charter (682 Śaka),san-Latn,,259,True,True,2,pūjā|śaka
DHARMA_INSIDENKKarangloMojokerto.xml,Karang Lo (1019 Śaka),kaw-Latn,,12,True,True,2,śaka|hyaṁ
DHARMA_INSIDENKKasugihan.xml,"Kasugihan (829 Śaka, 907-11-18)",kaw-Latn,,386,False,True,4,nakṣatra|vāra|śaka|hyaṁ
DHARMA_INSIDENKKawali_1a.xml,Kawali I (a),osn-Latn,,52,True,True,1,saka
DHARMA_INSIDENKKawali_1b.xml,Kawali I (b),osn-Latn,,19,True,True,0,
DHARMA_INSIDENKKawali_2.xml,Kawali 2,osn-Latn,,20,True,True,0,
DHARMA_INSIDENKKawali_3.xml,Kawali 3,osn-Latn,,1,True,True,0,
DHARMA_INSIDENKKawali_4.xml,Kawali 4,osn-Latn,,5,True,True,1,hyaṁ
DHARMA_INSIDENKKawali_5.xml,Kawali 5,osn-Latn,,4,True,True,0,
DHARMA_INSIDENKKawali_6.xml,Kawali VI,osn-Latn,,19,True,True,0,
