filename,title,lang,date,word_count,has_translation,has_commentary,n_ritual_keywords,ritual_keywords
DHARMA_INSIDENKKayuAraHiwang.xml,Kayu Ara Hiwang (823 Śaka),kaw-Latn,,538,True,True,6,parvvata|vāra|sīma|saka|śaka|hyaṁ
DHARMA_INSIDENKKayumwungan.xml,Kayumwungan charter of the Veṇuvanavihāra (746 Śaka),kaw-Latn,,681,True,True,4,vāra|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKKebantenan_1.xml,Kebantenan 1,osn-Latn,,94,True,True,3,hyang|saka|hyaṁ
DHARMA_INSIDENKKebantenan_2.xml,Kebantenan 2,osn-Latn,,113,True,True,1,hyaṁ
DHARMA_INSIDENKKebantenan_3.xml,Kebantenan 3,osn-Latn,,59,True,True,1,kabuyutan
DHARMA_INSIDENKKebantenan_4.xml,Kebantenan 4,osn-Latn,,99,True,True,0,
DHARMA_INSIDENKKedungwangi.xml,The Stela of Kedungwangi (Lawan),kaw-Latn,,186,True,True,5,homa|mantra|sīma|saka|hyaṁ
DHARMA_INSIDENKKetanen.xml,"Ketanen (826 Ś, 904/905)",unknown,,197,False,True,1,śaka
DHARMA_INSIDENKKinewu.xml,Kinewu (829 Śaka – 907-11-20),unknown,,577,False,False,6,nakṣatra|vāra|samgat|tithi|saka|hyaṁ
DHARMA_INSIDENKKiringan.xml,Kiringan (917-11-14),kaw-Latn,,269,True,True,3,tithi|śaka|hyaṁ
DHARMA_INSIDENKKubu-Kubu.xml,"Kubu-Kubu (827 Ś, 905-10-17)",kaw-Latn,,1009,False,True,7,maṅhuri|atīta|vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKKurungan.xml,Kurungan (Randusari II),kaw-Latn,,363,True,True,7,homa|vāra|sīma|tithi|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKKusambyan.xml,Kusambyan charter (945 Śaka),kaw-Latn,,389,False,True,2,pūjā|hyaṁ
DHARMA_INSIDENKLaguna.xml,Laguna Copper plate (820 Śaka),omy-Latn,,141,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENKLanda.xml,Resources of the temple at Landa (late 9th c. CE),kaw-Latn,,179,True,True,2,sīma|hyaṁ
DHARMA_INSIDENKLinggasuntan.xml,Linggasuntan (851 Śaka),kaw-Latn,,1784,True,True,11,nakṣatra|vāra|sapatha|pūjā|samgat|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKLinggawangi.xml,Linggawangi,osn-Latn,,22,True,True,3,saka|śaka|hyaṁ
DHARMA_INSIDENKLintakan.xml,"Lintakan (841 Śaka, 919-07-12)",kaw-Latn,,2131,True,False,10,nakṣatra|vāra|sapatha|samgat|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKLuitan.xml,Charter of Luitan I,kaw-Latn,,350,False,False,6,nakṣatra|vāra|samgat|tithi|śaka|hyaṁ
DHARMA_INSIDENKLurah.xml,Lurah (E. 14),unknown,,138,False,True,0,
DHARMA_INSIDENKMadhawapura.xml,Madhawapura (13th c. CE),kaw-Latn,,551,True,True,3,vāra|śapatha|hyaṁ
DHARMA_INSIDENKMalenga.xml,Malenga,kaw-Latn,,609,True,True,6,nakṣatra|vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKMamali.xml,The Polengan plates: Mamali Charter (800 Śaka),kaw-Latn,,269,True,True,5,vāra|sīma|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKManahimanuk.xml,Manah i Manuk Charter (1350–1356 CE),kaw-Latn,,760,True,True,6,maṅhuri|sīma|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKManjusrigerha.xml,Manjusrigerha (792 CE),omy-Latn,,139,True,True,4,vāra|śaka|hyaṁ|kalpa
DHARMA_INSIDENKMantyasihI.xml,The Charter of Mantyasih I,kaw-Latn,,1655,False,True,11,nakṣatra|vāra|pūjā|samgat|sīma|śapatha|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKMantyasihII.xml,"Mantyasih II (829 Śaka, 907-04-11)",kaw-Latn,,117,False,False,4,vāra|hyang|sīma|śaka
DHARMA_INSIDENKMantyasihIII.xml,The Charter of Mantyasih III,kaw-Latn,,839,False,True,1,hyaṁ
DHARMA_INSIDENKMaribong.xml,The Maribong Charter of Wisnuwardhana (1170 Śaka),kaw-Latn,,73,True,True,7,wuku|nakṣatra|vāra|tithi|saka|śaka|pitr
DHARMA_INSIDENKMarinci_I.xml,Marinci I,kaw-Latn,,114,False,True,0,
DHARMA_INSIDENKMarinci_II.xml,Marinci II,kaw-Latn,,104,True,True,2,tithi|saka
DHARMA_INSIDENKMarsemu.xml,"Marsemu charter, ca. 875 CE",kaw-Latn,,51,True,True,0,
DHARMA_INSIDENKMasahar.xml,Charter of Masahar (852 Śaka),kaw-Latn,,1893,True,True,14,maṅhuri|homa|nakṣatra|samudra|vāra|samgat|panumbas|sīma|tithi|saka|śaka|hyaṁ|piṇḍa|puja
DHARMA_INSIDENKMpuMano.xml,Mpu Mano,kaw-Latn,,200,True,True,7,homa|nakṣatra|vāra|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKMula-Malurung.xml,Mula-Malurung,kaw-Latn,,2325,True,True,11,maṅhuri|nakṣatra|vāra|pūjā|sīma|tithi|saka|śaka|hyaṁ|piṇḍa|svargga
DHARMA_INSIDENKMunduan.xml,Munduan,kaw-Latn,,291,True,True,4,vāra|tithi|śaka|hyaṁ
DHARMA_INSIDENKMunggut.xml,Munggut charter (944 Śaka),kaw-Latn,,1112,True,True,14,maṅhuri|homa|nakṣatra|vāra|pūjā|hyang|mantra|sīma|karāman|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKNarasinghanagara.xml,Narasinghanagara,kaw-Latn,,384,False,True,6,maṅhuri|pūjā|sīma|saka|hyaṁ|piṇḍa
DHARMA_INSIDENKNgadoman.xml,Ngadoman,kaw-Latn,,92,True,True,2,saka|śaka
DHARMA_INSIDENKNglumbangDungik.xml,Stone from Nglumbang Dungik (9th-10th c. CE),san-Latn,,24,True,True,1,hyaṁ
DHARMA_INSIDENKPabanyolan.xml,The Comedy (,kaw-Latn,,193,True,True,1,hyaṁ
DHARMA_INSIDENKPadingding.xml,"Stray plate of a foundation bordering on Paḍiṅḍiṅ, Paṅeran and Pajənvan (14th c. CE)",kaw-Latn,,278,True,True,0,
DHARMA_INSIDENKPaguhan.xml,Paguhan,kaw-Latn,,101,True,True,2,saka|śaka
DHARMA_INSIDENKPakisWetan.xml,The Pakis Wetan Charter of Kertanagara (1188 Śaka),kaw-Latn,,130,True,True,8,maṅhuri|wuku|homa|nakṣatra|vāra|tithi|saka|śaka
DHARMA_INSIDENKPalebuhan.xml,Palebuhan,kaw-Latn,,277,True,True,8,nakṣatra|vāra|śrāddha|samgat|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKPalepangan.xml,Palepangan charter (828 Śaka),kaw-Latn,,386,True,True,5,vāra|samgat|tithi|śaka|piṇḍa
DHARMA_INSIDENKPamintihan.xml,The Pamintihan charter,kaw-Latn,,703,True,True,8,nakṣatra|vāra|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKPananggaran.xml,Pananggaran (791 Śaka),kaw-Latn,,90,True,False,4,vāra|tithi|śaka|hyaṁ
DHARMA_INSIDENKPanggumulanA.xml,The Charter of Panggumulan,unknown,,2037,False,True,9,maṅhuri|nakṣatra|vāra|śapatha|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKPanunggalan.xml,"Panunggalan charter (818 Śaka, 896-08-15 CE)",kaw-Latn,,230,True,True,5,vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKParablyan.xml,Parablyan (between 1177 and 1208 Śaka),kaw-Latn,,256,True,True,4,maṅhuri|pūjā|hyaṁ|kalpa
DHARMA_INSIDENKParhyangan.xml,Parhyangan,kaw-Latn,,100,True,True,1,sīma
DHARMA_INSIDENKParung_I.xml,Parung I,kaw-Latn,,161,True,True,2,karāman|hyaṁ
DHARMA_INSIDENKParung_II.xml,Parung II,kaw-Latn,,129,True,True,2,karāman|hyaṁ
DHARMA_INSIDENKPasanggrahan.xml,Pasanggrahan (ca. 900-910),kaw-Latn,,449,False,True,2,samgat|saka
DHARMA_INSIDENKPatapan.xml,Patapan I,kaw-Latn,,85,True,True,1,hyaṁ
DHARMA_INSIDENKPatapan_II.xml,Patapan II,kaw-Latn,,165,True,True,3,vāra|saka|śaka
DHARMA_INSIDENKPatitihan.xml,Patitihan,kaw-Latn,,798,True,True,4,maṅhuri|samudra|saka|hyaṁ
DHARMA_INSIDENKPenampihan.xml,Penampihan,unknown,,182,False,False,3,naksatra|tithi|saka
DHARMA_INSIDENKPesindon.xml,Pesindon I and II (914-08-14),kaw-Latn,,60,True,True,5,vāra|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKPlalangan.xml,Stone from Plalangan (9th-10th c. CE),san-Latn,,38,True,True,0,
DHARMA_INSIDENKPlered.xml,Charter of the early tenth century (date lost),kaw-Latn,,459,False,True,1,samgat
DHARMA_INSIDENKPoh.xml,Charter of Poh (Randusari I),kaw-Latn,,2047,False,True,8,maṅhuri|nakṣatra|samudra|vāra|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKPucangan.xml,Charter of Pucangan (1041-11-6),kaw-Latn,,1848,True,False,16,svarga|atīta|homa|nakṣatra|samudra|vāra|pūjā|mantra|tithi|saka|śaka|hyaṁ|kalpa|danu|pitr|pralaya
DHARMA_INSIDENKPuhawangGlis.xml,Puhawang Glis (749 Śaka),omy-Latn,,78,True,True,4,vāra|tithi|śaka|hyaṁ
DHARMA_INSIDENKRabvan.xml,"Rabvan (827 Śaka, 906-02-03)",unknown,,29,False,True,3,vāra|tithi|śaka
DHARMA_INSIDENKRaKidanI.xml,Ra Kidan I (750-800 Śaka),kaw-Latn,,126,True,True,4,vāra|sīma|śaka|hyaṁ
DHARMA_INSIDENKRameswarapura.xml,Rameswarapura charter (1197 Śaka),kaw-Latn,,2091,True,True,11,parvvata|maṅhuri|nakṣatra|samudra|vāra|śapatha|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKRampal.xml,Rampal (ca. 875 CE),kaw-Latn,,404,True,True,3,vāra|śaka|piṇḍa
DHARMA_INSIDENKRembang.xml,Rembang,kaw-Latn,,47,True,True,1,vāra
DHARMA_INSIDENKRongkab.xml,Charter of Rongkab,kaw-Latn,,358,True,True,4,nakṣatra|sīma|tithi|śaka
DHARMA_INSIDENKRukam.xml,Charter of Rukam (829 Śaka),kaw-Latn,,1528,False,True,9,maṅhuri|nakṣatra|samudra|vāra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKRumwigaI.xml,"Rumwiga I (826 Śaka, 904-12-28)",unknown,,474,False,True,5,vāra|tithi|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKRumwigaII.xml,"Rumwiga II (827 Śaka, 905-07-05)",unknown,,522,False,True,6,nakṣatra|vāra|samgat|tithi|śaka|piṇḍa
DHARMA_INSIDENKSadang.xml,Sadang,kaw-Latn,,236,True,True,1,hyaṁ
DHARMA_INSIDENKSalingsinganII.xml,Donation Record of Salingsingan II (802 Śaka) and Kikil Batu Addendum (827 Śaka),kaw-Latn,,699,True,True,6,atīta|vāra|samgat|tithi|śaka|danu
DHARMA_INSIDENKSamalagi.xml,"Samalagi ([824 Ś], 902-10-29)",unknown,,431,False,True,4,samgat|sīma|hyaṁ|piṇḍa
DHARMA_INSIDENKSanga.xml,Charter of Sanga (13th c. CE),kaw-Latn,,381,True,True,3,maṅhuri|sīma|hyaṁ
DHARMA_INSIDENKSangguran.xml,Sangguran Charter (928-08-02),kaw-Latn,,2054,True,True,11,nakṣatra|samudra|vāra|sapatha|samgat|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKSangHyangTapak.xml,Sang Hyang Tapak Charter of Jayabhūpati (952 Śaka),kaw-Latn,,335,True,True,6,vāra|sapatha|pūjā|tithi|śaka|hyaṁ
DHARMA_INSIDENKSangMakudur.xml,"Sang Makudur (~830 Śaka, ~908 CE)",unknown,,0,False,True,0,
DHARMA_INSIDENKSangsang.xml,Sangsang,kaw-Latn,,746,True,True,8,maṅhuri|nakṣatra|vāra|samgat|sīma|tithi|saka|śaka
DHARMA_INSIDENKSankara.xml,Sankara,san-Latn,,155,True,True,0,
DHARMA_INSIDENKSarwadharma.xml,Sarwadharma (1191 Śaka),kaw-Latn,,1055,True,True,8,maṅhuri|vāra|pūjā|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKSatyapura.xml,Satyapura,kaw-Latn,,194,True,True,2,saka|hyaṁ
DHARMA_INSIDENKSelamandi_I.xml,Selamandi I,kaw-Latn,,203,True,True,1,saka
DHARMA_INSIDENKSelamandi_II.xml,Śelamaṇḍi II,kaw-Latn,,184,True,True,1,saka
DHARMA_INSIDENKSikuLalawa.xml,Stray plate of a foundation bordering on Halaṅan and Taratap (13th c. CE),kaw-Latn,,246,True,True,1,hyaṁ
DHARMA_INSIDENKSilamanikundala.xml,Foundation of a Dam Called Śilāmaṇi-kuṇḍala (1272 Śaka),kaw-Latn,,220,True,True,4,vāra|tithi|saka|śaka
DHARMA_INSIDENKSimaAnglayang.xml,Sima Anglayang charter (in or after 968 Śaka),kaw-Latn,,2401,False,True,10,svarga|nakṣatra|vāra|samgat|panumbas|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKSindoro-PuBahut.xml,Pu Bahut (828 Śaka),kaw-Latn,,320,True,True,4,vāra|samgat|tithi|śaka
DHARMA_INSIDENKSindoro-PuMamruk.xml,Pu Mamruk (828 Śaka),kaw-Latn,,259,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENKSojomerto.xml,Sojomerto (7th or 8th century CE),omy-Latn,,43,True,True,1,homa
DHARMA_INSIDENKSriManggalaII.xml,Sri Manggala II (796 Śaka),kaw-Latn,,111,True,True,5,vāra|sīma|tithi|śaka|kalpa
DHARMA_INSIDENKSriManggalaIII.xml,Sri Manggala III (796 Śaka),kaw-Latn,,90,True,True,6,vāra|sīma|tithi|śaka|hyaṁ|kalpa
DHARMA_INSIDENKSugihManek.xml,"Sugih Manek Charter (837 Śaka, 915-09-13)",kaw-Latn,,1367,True,True,10,maṅhuri|nakṣatra|vāra|pūjā|sīma|tithi|saka|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKSukhamerta.xml,Sukhamerta,kaw-Latn,,901,True,True,8,maṅhuri|nakṣatra|samudra|sīma|saka|śaka|kalpa|svargga
DHARMA_INSIDENKSumundul.xml,Sumundul (791 Śaka),kaw-Latn,,102,True,False,4,vāra|tithi|śaka|hyaṁ
DHARMA_INSIDENKTaji.xml,"The Charter of Taji (823 Śaka, 8 April 901)",kaw-Latn,,1211,True,True,6,nakṣatra|vāra|samgat|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKTajiGunung.xml,"Taji Gunung (Sañjaya 194, 910-12-21)",kaw-Latn,,950,True,True,7,gunung|homa|vāra|samgat|sīma|tithi|hyaṁ
DHARMA_INSIDENKTalan.xml,Charter of Talan (941 and 1058 Śaka),kaw-Latn,,969,True,True,9,nakṣatra|vāra|hyang|samgat|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKTaragal.xml,The Polengan plates: Taragal Charter (802 Śaka),kaw-Latn,,511,True,True,5,vāra|sīma|śaka|hyaṁ|piṇḍa
DHARMA_INSIDENKTelahap.xml,Telahap Stone,kaw-Latn,,19,False,False,1,tithi
DHARMA_INSIDENKTelangI-WanagiriI.xml,"Grant of the villages of Telang, Mahe and Paparuhan",kaw-Latn,,709,False,True,6,nakṣatra|vāra|sīma|saka|hyaṁ|piṇḍa
DHARMA_INSIDENKTelangII-WanagiriII.xml,"Telang II / Wanagiri II (825 Ś, 904-01-11)",unknown,,177,False,True,4,atīta|vāra|tithi|śaka
DHARMA_INSIDENKTerep_I.xml,Terep I,kaw-Latn,,332,False,True,7,nakṣatra|vāra|pūjā|tithi|saka|śaka|piṇḍa
DHARMA_INSIDENKTerep_II.xml,Terep II,kaw-Latn,,396,False,True,3,sapatha|samgat|hyaṁ
DHARMA_INSIDENKTigaRon-TluRon.xml,Charter of Tiga Ron also called Təlu Ron (822 Śaka – 900-03-30),kaw-Latn,,659,True,False,2,śaka|hyaṁ
DHARMA_INSIDENKTihang.xml,"Tihang charter (Sañjaya 198, 836 Śaka, 914-11-08 CE)",kaw-Latn,,396,True,True,7,nakṣatra|vāra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKTija-HaruHaru.xml,Tija & Haru-Haru (11th c. CE?),kaw-Latn,,427,True,True,2,sīma|śaka
DHARMA_INSIDENKTimbananWungkal.xml,"Timbanan Wungkal (Sañjaya 196, 913-02-11)",kaw-Latn,,255,True,True,5,maṅhuri|nakṣatra|vāra|samgat|tithi
DHARMA_INSIDENKTirah.xml,Tirah,kaw-Latn,,132,True,True,1,tithi
DHARMA_INSIDENKTugu.xml,Tugu Boulder Inscription of Pūrṇavarman (ca. 6th c. CE),san-Latn,,59,True,True,1,śaka
DHARMA_INSIDENKTuhanyaru.xml,Tuhanyaru,kaw-Latn,,1901,True,True,9,maṅhuri|nakṣatra|vāra|sīma|tithi|saka|śaka|hyaṁ|kalpa
DHARMA_INSIDENKTukMas.xml,Praise of a mountain stream (mid-7th c. CE),san-Latn,,18,True,True,0,
DHARMA_INSIDENKTulangan.xml,"Tulangan (832 Śaka, 910-08-13)",unknown,,82,False,True,2,vāra|śaka
DHARMA_INSIDENKTulangEr.xml,Tulang Er III (914-12-30),kaw-Latn,,718,True,True,5,nakṣatra|vāra|samgat|tithi|hyaṁ
DHARMA_INSIDENKTunahan.xml,The Polengan plates: Tunahan Charter (794 Śaka),kaw-Latn,,182,True,True,3,vāra|tithi|śaka
DHARMA_INSIDENKTuruMangambil.xml,"Turu Mangambil (~830 Śaka, ~908 CE)",unknown,,0,False,True,0,
DHARMA_INSIDENKTuwuhada.xml,Tuwuhada,unknown,,155,False,True,2,sapatha|hyaṁ
DHARMA_INSIDENKUpitI.xml,Upit I (788 Śaka),kaw-Latn,,20,True,True,3,sīma|tithi|śaka
DHARMA_INSIDENKWalanditA.xml,Walandit A,kaw-Latn,,84,True,True,3,tithi|saka|hyaṁ
DHARMA_INSIDENKWangkud.xml,Demarcation of Asam Panjang (874 CE),kaw-Latn,,43,True,True,4,nakṣatra|vāra|sīma|śaka
DHARMA_INSIDENKWanuaTengahIII.xml,Wanua Tengah III,kaw-Latn,,2167,True,True,8,maṅhuri|nakṣatra|vāra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKWatuGenuk.xml,Watu Genuk slab (8th c. CE),san-Latn,,62,True,True,0,
DHARMA_INSIDENKWatuKuraI.xml,Charter of Watu Kura I,kaw-Latn,,629,True,True,6,nakṣatra|vāra|tithi|śaka|hyaṁ|kalpa
DHARMA_INSIDENKWatuRidang.xml,"Watu Ridang (832 Śaka, 910-03-22)",unknown,,649,False,True,10,maṅhuri|atīta|samudra|vāra|mantra|samgat|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKWayuku.xml,Wayuku (776 Śaka),kaw-Latn,,25,True,True,3,sīma|tithi|śaka
DHARMA_INSIDENKWintangMasI.xml,Wintang Mas I (800 Śaka),kaw-Latn,,310,True,True,9,homa|vāra|pūjā|samgat|sīma|tithi|saka|śaka|hyaṁ
DHARMA_INSIDENKWintangMasII.xml,"Wintang Mas II (841 Śaka, 919-10-12)",kaw-Latn,,290,True,True,5,vāra|samgat|tithi|śaka|hyaṁ
DHARMA_INSIDENKWuangGot.xml,Wuang Got,kaw-Latn,,63,True,True,1,hyaṁ
DHARMA_INSIDENKWukiran.xml,"Stela of Pereng, also known as Wukiran inscription (784 Śaka, 863-1-25 CE)",kaw-Latn,,161,True,True,7,homa|samudra|vāra|sīma|tithi|śaka|hyaṁ
DHARMA_INSIDENKWunganDaik.xml,Wungan Daik,unknown,,383,False,False,2,samgat|sīma
DHARMA_INSIDENKWurare.xml,Wurare,san-Latn,,225,True,True,3,wuku|śaka|pitr
DHARMA_INSIDENKWuruduKidul.xml,Wurudu Kidul,kaw-Latn,,560,True,True,6,maṅhuri|atīta|vāra|samgat|tithi|śaka
DHARMA_INSIDENKWuruTunggal.xml,Wuru Tunggal (833 Śaka),kaw-Latn,,122,True,True,5,gunung|vāra|tithi|śaka|hyaṁ
