filename,title,lang,date,word_count,total_keywords,indic,pre_indic,ambiguous,pre_indic_ratio,pre_indic_keywords,has_hyang,has_manhuri,has_wuku
DHARMA_INSIDENKKasugihan.xml,"Kasugihan (829 Śaka, 907-11-18)",kaw-Latn,,386,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKKawali_1a.xml,Kawali I (a),osn-Latn,,52,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKKawali_1b.xml,Kawali I (b),osn-Latn,,19,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_2.xml,Kawali 2,osn-Latn,,20,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_3.xml,Kawali 3,osn-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_4.xml,Kawali 4,osn-Latn,,5,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKKawali_5.xml,Kawali 5,osn-Latn,,4,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_6.xml,Kawali VI,osn-Latn,,19,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKayuAraHiwang.xml,Kayu Ara Hiwang (823 Śaka),kaw-Latn,,538,6,3,1,2,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKKayumwungan.xml,Kayumwungan charter of the Veṇuvanavihāra (746 Śaka),kaw-Latn,,681,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_1.xml,Kebantenan 1,osn-Latn,,94,3,1,2,0,0.667,hyang|hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_2.xml,Kebantenan 2,osn-Latn,,113,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_3.xml,Kebantenan 3,osn-Latn,,59,1,0,1,0,1.0,kabuyutan,False,False,False
DHARMA_INSIDENKKebantenan_4.xml,Kebantenan 4,osn-Latn,,99,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKedungwangi.xml,The Stela of Kedungwangi (Lawan),kaw-Latn,,186,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKKetanen.xml,"Ketanen (826 Ś, 904/905)",unknown,,197,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKKinewu.xml,Kinewu (829 Śaka – 907-11-20),unknown,,577,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKKiringan.xml,Kiringan (917-11-14),kaw-Latn,,269,3,2,1,0,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKKubu-Kubu.xml,"Kubu-Kubu (827 Ś, 905-10-17)",kaw-Latn,,1009,7,5,2,0,0.286,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKKurungan.xml,Kurungan (Randusari II),kaw-Latn,,363,7,5,1,1,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKKusambyan.xml,Kusambyan charter (945 Śaka),kaw-Latn,,389,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKLaguna.xml,Laguna Copper plate (820 Śaka),omy-Latn,,141,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKLanda.xml,Resources of the temple at Landa (late 9th c. CE),kaw-Latn,,179,2,0,1,1,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKLinggasuntan.xml,Linggasuntan (851 Śaka),kaw-Latn,,1784,11,7,1,3,0.091,hyaṁ,True,False,False
DHARMA_INSIDENKLinggawangi.xml,Linggawangi,osn-Latn,,22,3,2,1,0,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKLintakan.xml,"Lintakan (841 Śaka, 919-07-12)",kaw-Latn,,2131,10,6,1,3,0.1,hyaṁ,True,False,False
DHARMA_INSIDENKLuitan.xml,Charter of Luitan I,kaw-Latn,,350,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKLurah.xml,Lurah (E. 14),unknown,,138,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMadhawapura.xml,Madhawapura (13th c. CE),kaw-Latn,,551,3,1,1,1,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKMalenga.xml,Malenga,kaw-Latn,,609,6,5,1,0,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKMamali.xml,The Polengan plates: Mamali Charter (800 Śaka),kaw-Latn,,269,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKManahimanuk.xml,Manah i Manuk Charter (1350–1356 CE),kaw-Latn,,760,6,3,2,1,0.333,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKManjusrigerha.xml,Manjusrigerha (792 CE),omy-Latn,,139,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKMantyasihI.xml,The Charter of Mantyasih I,kaw-Latn,,1655,11,7,1,3,0.091,hyaṁ,True,False,False
DHARMA_INSIDENKMantyasihII.xml,"Mantyasih II (829 Śaka, 907-04-11)",kaw-Latn,,117,4,2,1,1,0.25,hyang,True,False,False
DHARMA_INSIDENKMantyasihIII.xml,The Charter of Mantyasih III,kaw-Latn,,839,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKMaribong.xml,The Maribong Charter of Wisnuwardhana (1170 Śaka),kaw-Latn,,73,7,6,1,0,0.143,wuku,False,False,True
DHARMA_INSIDENKMarinci_I.xml,Marinci I,kaw-Latn,,114,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMarinci_II.xml,Marinci II,kaw-Latn,,104,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKMarsemu.xml,"Marsemu charter, ca. 875 CE",kaw-Latn,,51,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMasahar.xml,Charter of Masahar (852 Śaka),kaw-Latn,,1893,14,8,3,3,0.214,maṅhuri|panumbas|hyaṁ,True,True,False
DHARMA_INSIDENKMpuMano.xml,Mpu Mano,kaw-Latn,,200,7,5,1,1,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKMula-Malurung.xml,Mula-Malurung,kaw-Latn,,2325,11,8,2,1,0.182,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKMunduan.xml,Munduan,kaw-Latn,,291,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKMunggut.xml,Munggut charter (944 Śaka),kaw-Latn,,1112,14,9,4,1,0.286,maṅhuri|hyang|karāman|hyaṁ,True,True,False
DHARMA_INSIDENKNarasinghanagara.xml,Narasinghanagara,kaw-Latn,,384,6,3,2,1,0.333,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKNgadoman.xml,Ngadoman,kaw-Latn,,92,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKNglumbangDungik.xml,Stone from Nglumbang Dungik (9th-10th c. CE),san-Latn,,24,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKPabanyolan.xml,The Comedy (,kaw-Latn,,193,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKPadingding.xml,"Stray plate of a foundation bordering on Paḍiṅḍiṅ, Paṅeran and Pajənvan (14th c. CE)",kaw-Latn,,278,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKPaguhan.xml,Paguhan,kaw-Latn,,101,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKPakisWetan.xml,The Pakis Wetan Charter of Kertanagara (1188 Śaka),kaw-Latn,,130,8,6,2,0,0.25,maṅhuri|wuku,False,True,True
DHARMA_INSIDENKPalebuhan.xml,Palebuhan,kaw-Latn,,277,8,6,1,1,0.125,hyaṁ,True,False,False
DHARMA_INSIDENKPalepangan.xml,Palepangan charter (828 Śaka),kaw-Latn,,386,5,4,0,1,0.0,,False,False,False
DHARMA_INSIDENKPamintihan.xml,The Pamintihan charter,kaw-Latn,,703,8,6,1,1,0.125,hyaṁ,True,False,False
DHARMA_INSIDENKPananggaran.xml,Pananggaran (791 Śaka),kaw-Latn,,90,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKPanggumulanA.xml,The Charter of Panggumulan,unknown,,2037,9,6,2,1,0.222,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKPanunggalan.xml,"Panunggalan charter (818 Śaka, 896-08-15 CE)",kaw-Latn,,230,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKParablyan.xml,Parablyan (between 1177 and 1208 Śaka),kaw-Latn,,256,4,2,2,0,0.5,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKParhyangan.xml,Parhyangan,kaw-Latn,,100,1,0,0,1,0.0,,False,False,False
DHARMA_INSIDENKParung_I.xml,Parung I,kaw-Latn,,161,2,0,2,0,1.0,karāman|hyaṁ,True,False,False
DHARMA_INSIDENKParung_II.xml,Parung II,kaw-Latn,,129,2,0,2,0,1.0,karāman|hyaṁ,True,False,False
DHARMA_INSIDENKPasanggrahan.xml,Pasanggrahan (ca. 900-910),kaw-Latn,,449,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKPatapan.xml,Patapan I,kaw-Latn,,85,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKPatapan_II.xml,Patapan II,kaw-Latn,,165,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKPatitihan.xml,Patitihan,kaw-Latn,,798,4,1,2,1,0.5,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKPenampihan.xml,Penampihan,unknown,,182,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKPesindon.xml,Pesindon I and II (914-08-14),kaw-Latn,,60,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKPlalangan.xml,Stone from Plalangan (9th-10th c. CE),san-Latn,,38,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKPlered.xml,Charter of the early tenth century (date lost),kaw-Latn,,459,1,0,0,1,0.0,,False,False,False
DHARMA_INSIDENKPoh.xml,Charter of Poh (Randusari I),kaw-Latn,,2047,8,4,2,2,0.25,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKPucangan.xml,Charter of Pucangan (1041-11-6),kaw-Latn,,1848,16,13,1,2,0.062,hyaṁ,True,False,False
DHARMA_INSIDENKPuhawangGlis.xml,Puhawang Glis (749 Śaka),omy-Latn,,78,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKRabvan.xml,"Rabvan (827 Śaka, 906-02-03)",unknown,,29,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKRaKidanI.xml,Ra Kidan I (750-800 Śaka),kaw-Latn,,126,4,2,1,1,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKRameswarapura.xml,Rameswarapura charter (1197 Śaka),kaw-Latn,,2091,11,6,2,3,0.182,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKRampal.xml,Rampal (ca. 875 CE),kaw-Latn,,404,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKRembang.xml,Rembang,kaw-Latn,,47,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKRongkab.xml,Charter of Rongkab,kaw-Latn,,358,4,3,0,1,0.0,,False,False,False
DHARMA_INSIDENKRukam.xml,Charter of Rukam (829 Śaka),kaw-Latn,,1528,9,4,2,3,0.222,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKRumwigaI.xml,"Rumwiga I (826 Śaka, 904-12-28)",unknown,,474,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKRumwigaII.xml,"Rumwiga II (827 Śaka, 905-07-05)",unknown,,522,6,5,0,1,0.0,,False,False,False
DHARMA_INSIDENKSadang.xml,Sadang,kaw-Latn,,236,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKSalingsinganII.xml,Donation Record of Salingsingan II (802 Śaka) and Kikil Batu Addendum (827 Śaka),kaw-Latn,,699,6,4,0,2,0.0,,False,False,False
DHARMA_INSIDENKSamalagi.xml,"Samalagi ([824 Ś], 902-10-29)",unknown,,431,4,1,1,2,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKSanga.xml,Charter of Sanga (13th c. CE),kaw-Latn,,381,3,0,2,1,0.667,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKSangguran.xml,Sangguran Charter (928-08-02),kaw-Latn,,2054,11,6,1,4,0.091,hyaṁ,True,False,False
DHARMA_INSIDENKSangHyangTapak.xml,Sang Hyang Tapak Charter of Jayabhūpati (952 Śaka),kaw-Latn,,335,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKSangMakudur.xml,"Sang Makudur (~830 Śaka, ~908 CE)",unknown,,0,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKSangsang.xml,Sangsang,kaw-Latn,,746,8,5,1,2,0.125,maṅhuri,False,True,False
DHARMA_INSIDENKSankara.xml,Sankara,san-Latn,,155,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKSarwadharma.xml,Sarwadharma (1191 Śaka),kaw-Latn,,1055,8,6,2,0,0.25,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKSatyapura.xml,Satyapura,kaw-Latn,,194,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKSelamandi_I.xml,Selamandi I,kaw-Latn,,203,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKSelamandi_II.xml,Śelamaṇḍi II,kaw-Latn,,184,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKSikuLalawa.xml,Stray plate of a foundation bordering on Halaṅan and Taratap (13th c. CE),kaw-Latn,,246,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKSilamanikundala.xml,Foundation of a Dam Called Śilāmaṇi-kuṇḍala (1272 Śaka),kaw-Latn,,220,4,4,0,0,0.0,,False,False,False
DHARMA_INSIDENKSimaAnglayang.xml,Sima Anglayang charter (in or after 968 Śaka),kaw-Latn,,2401,10,6,2,2,0.2,panumbas|hyaṁ,True,False,False
DHARMA_INSIDENKSindoro-PuBahut.xml,Pu Bahut (828 Śaka),kaw-Latn,,320,4,3,0,1,0.0,,False,False,False
DHARMA_INSIDENKSindoro-PuMamruk.xml,Pu Mamruk (828 Śaka),kaw-Latn,,259,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKSojomerto.xml,Sojomerto (7th or 8th century CE),omy-Latn,,43,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKSriManggalaII.xml,Sri Manggala II (796 Śaka),kaw-Latn,,111,5,4,0,1,0.0,,False,False,False
DHARMA_INSIDENKSriManggalaIII.xml,Sri Manggala III (796 Śaka),kaw-Latn,,90,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKSugihManek.xml,"Sugih Manek Charter (837 Śaka, 915-09-13)",kaw-Latn,,1367,10,7,2,1,0.2,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKSukhamerta.xml,Sukhamerta,kaw-Latn,,901,8,5,1,2,0.125,maṅhuri,False,True,False
DHARMA_INSIDENKSumundul.xml,Sumundul (791 Śaka),kaw-Latn,,102,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKTaji.xml,"The Charter of Taji (823 Śaka, 8 April 901)",kaw-Latn,,1211,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKTajiGunung.xml,"Taji Gunung (Sañjaya 194, 910-12-21)",kaw-Latn,,950,7,3,2,2,0.286,gunung|hyaṁ,True,False,False
DHARMA_INSIDENKTalan.xml,Charter of Talan (941 and 1058 Śaka),kaw-Latn,,969,9,5,2,2,0.222,hyang|hyaṁ,True,False,False
DHARMA_INSIDENKTaragal.xml,The Polengan plates: Taragal Charter (802 Śaka),kaw-Latn,,511,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKTelahap.xml,Telahap Stone,kaw-Latn,,19,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKTelangI-WanagiriI.xml,"Grant of the villages of Telang, Mahe and Paparuhan",kaw-Latn,,709,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKTelangII-WanagiriII.xml,"Telang II / Wanagiri II (825 Ś, 904-01-11)",unknown,,177,4,4,0,0,0.0,,False,False,False
DHARMA_INSIDENKTerep_I.xml,Terep I,kaw-Latn,,332,7,7,0,0,0.0,,False,False,False
DHARMA_INSIDENKTerep_II.xml,Terep II,kaw-Latn,,396,3,0,1,2,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKTigaRon-TluRon.xml,Charter of Tiga Ron also called Təlu Ron (822 Śaka – 900-03-30),kaw-Latn,,659,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKTihang.xml,"Tihang charter (Sañjaya 198, 836 Śaka, 914-11-08 CE)",kaw-Latn,,396,7,4,1,2,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKTija-HaruHaru.xml,Tija & Haru-Haru (11th c. CE?),kaw-Latn,,427,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKTimbananWungkal.xml,"Timbanan Wungkal (Sañjaya 196, 913-02-11)",kaw-Latn,,255,5,3,1,1,0.2,maṅhuri,False,True,False
DHARMA_INSIDENKTirah.xml,Tirah,kaw-Latn,,132,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKTugu.xml,Tugu Boulder Inscription of Pūrṇavarman (ca. 6th c. CE),san-Latn,,59,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKTuhanyaru.xml,Tuhanyaru,kaw-Latn,,1901,9,6,2,1,0.222,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKTukMas.xml,Praise of a mountain stream (mid-7th c. CE),san-Latn,,18,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKTulangan.xml,"Tulangan (832 Śaka, 910-08-13)",unknown,,82,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKTulangEr.xml,Tulang Er III (914-12-30),kaw-Latn,,718,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKTunahan.xml,The Polengan plates: Tunahan Charter (794 Śaka),kaw-Latn,,182,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKTuruMangambil.xml,"Turu Mangambil (~830 Śaka, ~908 CE)",unknown,,0,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKTuwuhada.xml,Tuwuhada,unknown,,155,2,0,1,1,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKUpitI.xml,Upit I (788 Śaka),kaw-Latn,,20,3,2,0,1,0.0,,False,False,False
DHARMA_INSIDENKWalanditA.xml,Walandit A,kaw-Latn,,84,3,2,1,0,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKWangkud.xml,Demarcation of Asam Panjang (874 CE),kaw-Latn,,43,4,3,0,1,0.0,,False,False,False
DHARMA_INSIDENKWanuaTengahIII.xml,Wanua Tengah III,kaw-Latn,,2167,8,4,2,2,0.25,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKWatuGenuk.xml,Watu Genuk slab (8th c. CE),san-Latn,,62,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKWatuKuraI.xml,Charter of Watu Kura I,kaw-Latn,,629,6,5,1,0,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKWatuRidang.xml,"Watu Ridang (832 Śaka, 910-03-22)",unknown,,649,10,5,2,3,0.2,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKWayuku.xml,Wayuku (776 Śaka),kaw-Latn,,25,3,2,0,1,0.0,,False,False,False
DHARMA_INSIDENKWintangMasI.xml,Wintang Mas I (800 Śaka),kaw-Latn,,310,9,6,1,2,0.111,hyaṁ,True,False,False
DHARMA_INSIDENKWintangMasII.xml,"Wintang Mas II (841 Śaka, 919-10-12)",kaw-Latn,,290,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKWuangGot.xml,Wuang Got,kaw-Latn,,63,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKWukiran.xml,"Stela of Pereng, also known as Wukiran inscription (784 Śaka, 863-1-25 CE)",kaw-Latn,,161,7,4,1,2,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKWunganDaik.xml,Wungan Daik,unknown,,383,2,0,0,2,0.0,,False,False,False
DHARMA_INSIDENKWurare.xml,Wurare,san-Latn,,225,3,2,1,0,0.333,wuku,False,False,True
DHARMA_INSIDENKWuruduKidul.xml,Wurudu Kidul,kaw-Latn,,560,6,4,1,1,0.167,maṅhuri,False,True,False
DHARMA_INSIDENKWuruTunggal.xml,Wuru Tunggal (833 Śaka),kaw-Latn,,122,5,3,2,0,0.4,gunung|hyaṁ,True,False,False
